County,MSA,Median,FamilySize,VeryLow,ExtremelyLow,Low,Year
BROWN,"BROWN COUNTY, IL",89300,3,40200,24860,64350,2023
BROWN,"BROWN COUNTY, IL",89300,4,44650,30000,71450,2023
BROWN,"BROWN COUNTY, IL",89300,5,48250,35140,77200,2023
BROWN,"BROWN COUNTY, IL",89300,6,51800,40280,82900,2023
BROWN,"BROWN COUNTY, IL",89300,7,55400,45420,88600,2023
BROWN,"BROWN COUNTY, IL",89300,8,58950,50560,94350,2023
BUREAU,"BUREAU COUNTY, IL",84000,1,29100,17500,46550,2023
BUREAU,"BUREAU COUNTY, IL",84000,2,33250,20000,53200,2023
BUREAU,"BUREAU COUNTY, IL",84000,3,37400,24860,59850,2023
BUREAU,"BUREAU COUNTY, IL",84000,4,41550,30000,66500,2023
BUREAU,"BUREAU COUNTY, IL",84000,5,44900,35140,71850,2023
BUREAU,"BUREAU COUNTY, IL",84000,6,48200,40280,77150,2023
BUREAU,"BUREAU COUNTY, IL",84000,7,51550,45420,82500,2023
BUREAU,"BUREAU COUNTY, IL",84000,8,54850,50560,87800,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,1,35200,21150,56250,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,2,40200,24150,64300,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,3,45250,27150,72350,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,4,50250,30150,80350,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,5,54300,35140,86800,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,6,58300,40280,93250,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,7,62350,45420,99650,2023
CALHOUN,"ST. LOUIS, MO-IL",101200,8,66350,50560,106100,2023
CARROLL,"CARROLL COUNTY, IL",78700,1,28250,16950,45150,2023
CARROLL,"CARROLL COUNTY, IL",78700,2,32250,19720,51600,2023
CARROLL,"CARROLL COUNTY, IL",78700,3,36300,24860,58050,2023
CARROLL,"CARROLL COUNTY, IL",78700,4,40300,30000,64500,2023
CARROLL,"CARROLL COUNTY, IL",78700,5,43550,35140,69700,2023
CARROLL,"CARROLL COUNTY, IL",78700,6,46750,40280,74850,2023
CARROLL,"CARROLL COUNTY, IL",78700,7,50000,45420,80000,2023
CARROLL,"CARROLL COUNTY, IL",78700,8,53200,50560,85150,2023
CASS,"CASS COUNTY, IL",77900,1,28150,16900,45000,2023
CASS,"CASS COUNTY, IL",77900,2,32150,19720,51400,2023
CASS,"CASS COUNTY, IL",77900,3,36150,24860,57850,2023
CASS,"CASS COUNTY, IL",77900,4,40150,30000,64250,2023
CASS,"CASS COUNTY, IL",77900,5,43400,35140,69400,2023
CASS,"CASS COUNTY, IL",77900,6,46600,40280,74550,2023
CASS,"CASS COUNTY, IL",77900,7,49800,45420,79700,2023
CASS,"CASS COUNTY, IL",77900,8,53000,50560,84850,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,1,33850,20300,54150,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,2,38700,23200,61900,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,3,43550,26100,69650,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,4,48350,30000,77350,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,5,52250,35140,83550,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,6,56100,40280,89750,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,7,60000,45420,95950,2023
CHAMPAIGN,"CHAMPAIGN-URBANA, IL",99900,8,63850,50560,102150,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,1,28150,16900,45000,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,2,32150,19720,51400,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,3,36150,24860,57850,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,4,40150,30000,64250,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,5,43400,35140,69400,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,6,46600,40280,74550,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,7,49800,45420,79700,2023
CHRISTIAN,"CHRISTIAN COUNTY, IL",79000,8,53000,50560,84850,2023
CLARK,"CLARK COUNTY, IL",89300,1,28150,16900,45000,2023
CLARK,"CLARK COUNTY, IL",89300,2,32150,19720,51400,2023
CLARK,"CLARK COUNTY, IL",89300,3,36150,24860,57850,2023
CLARK,"CLARK COUNTY, IL",89300,4,40150,30000,64250,2023
CLARK,"CLARK COUNTY, IL",89300,5,43400,35140,69400,2023
CLARK,"CLARK COUNTY, IL",89300,6,46600,40280,74550,2023
CLARK,"CLARK COUNTY, IL",89300,7,49800,45420,79700,2023
CLARK,"CLARK COUNTY, IL",89300,8,53000,50560,84850,2023
CLAY,"CLAY COUNTY, IL",74200,1,28150,16900,45000,2023
CLAY,"CLAY COUNTY, IL",74200,2,32150,19720,51400,2023
CLAY,"CLAY COUNTY, IL",74200,3,36150,24860,57850,2023
CLAY,"CLAY COUNTY, IL",74200,4,40150,30000,64250,2023
CLAY,"CLAY COUNTY, IL",74200,5,43400,35140,69400,2023
CLAY,"CLAY COUNTY, IL",74200,6,46600,40280,74550,2023
CLAY,"CLAY COUNTY, IL",74200,7,49800,45420,79700,2023
CLAY,"CLAY COUNTY, IL",74200,8,53000,50560,84850,2023
CLINTON,"ST. LOUIS, MO-IL",101200,1,35200,21150,56250,2023
CLINTON,"ST. LOUIS, MO-IL",101200,2,40200,24150,64300,2023
CLINTON,"ST. LOUIS, MO-IL",101200,3,45250,27150,72350,2023
CLINTON,"ST. LOUIS, MO-IL",101200,4,50250,30150,80350,2023
CLINTON,"ST. LOUIS, MO-IL",101200,5,54300,35140,86800,2023
CLINTON,"ST. LOUIS, MO-IL",101200,6,58300,40280,93250,2023
CLINTON,"ST. LOUIS, MO-IL",101200,7,62350,45420,99650,2023
CLINTON,"ST. LOUIS, MO-IL",101200,8,66350,50560,106100,2023
COLES,"COLES COUNTY, IL",72400,1,28150,16900,45000,2023
COLES,"COLES COUNTY, IL",72400,2,32150,19720,51400,2023
COLES,"COLES COUNTY, IL",72400,3,36150,24860,57850,2023
COLES,"COLES COUNTY, IL",72400,4,40150,30000,64250,2023
COLES,"COLES COUNTY, IL",72400,5,43400,35140,69400,2023
COLES,"COLES COUNTY, IL",72400,6,46600,40280,74550,2023
COLES,"COLES COUNTY, IL",72400,7,49800,45420,79700,2023
COLES,"COLES COUNTY, IL",72400,8,53000,50560,84850,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,1,38650,23200,61800,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,2,44150,26500,70600,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,3,49650,29800,79450,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,4,55150,33100,88250,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,5,59600,35750,95350,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,6,64000,40280,102400,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,7,68400,45420,109450,2023
COOK,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,8,72800,50560,116500,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,1,28150,16900,45000,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,2,32150,19720,51400,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,3,36150,24860,57850,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,4,40150,30000,64250,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,5,43400,35140,69400,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,6,46600,40280,74550,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,7,49800,45420,79700,2023
CRAWFORD,"CRAWFORD COUNTY, IL",80700,8,53000,50560,84850,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,1,29100,17500,46550,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,2,33250,20000,53200,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,3,37400,24860,59850,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,4,41550,30000,66500,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,5,44900,35140,71850,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,6,48200,40280,77150,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,7,51550,45420,82500,2023
CUMBERLAND,"CUMBERLAND COUNTY, IL",89300,8,54850,50560,87800,2023
DE WITT,"DE WITT COUNTY, IL",87000,1,28600,17150,45750,2023
DE WITT,"DE WITT COUNTY, IL",87000,2,32650,19720,52250,2023
DE WITT,"DE WITT COUNTY, IL",87000,3,36750,24860,58800,2023
DE WITT,"DE WITT COUNTY, IL",87000,4,40800,30000,65300,2023
DE WITT,"DE WITT COUNTY, IL",87000,5,44100,35140,70550,2023
DE WITT,"DE WITT COUNTY, IL",87000,6,47350,40280,75750,2023
DE WITT,"DE WITT COUNTY, IL",87000,7,50600,45420,81000,2023
DE WITT,"DE WITT COUNTY, IL",87000,8,53900,50560,86200,2023
DEKALB,"DEKALB COUNTY, IL",91100,1,32200,19350,51550,2023
DEKALB,"DEKALB COUNTY, IL",91100,2,36800,22100,58900,2023
DEKALB,"DEKALB COUNTY, IL",91100,3,41400,24860,66250,2023
DEKALB,"DEKALB COUNTY, IL",91100,4,46000,30000,73600,2023
DEKALB,"DEKALB COUNTY, IL",91100,5,49700,35140,79500,2023
DEKALB,"DEKALB COUNTY, IL",91100,6,53400,40280,85400,2023
DEKALB,"DEKALB COUNTY, IL",91100,7,57050,45420,91300,2023
DEKALB,"DEKALB COUNTY, IL",91100,8,60750,50560,97200,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,1,28250,16950,45150,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,2,32250,19720,51600,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,3,36300,24860,58050,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,4,40300,30000,64500,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,5,43550,35140,69700,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,6,46750,40280,74850,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,7,50000,45420,80000,2023
DOUGLAS,"DOUGLAS COUNTY, IL",86100,8,53200,50560,85150,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,1,38650,23200,61800,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,2,44150,26500,70600,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,3,49650,29800,79450,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,4,55150,33100,88250,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,5,59600,35750,95350,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,6,64000,40280,102400,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,7,68400,45420,109450,2023
DUPAGE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,8,72800,50560,116500,2023
EDGAR,"EDGAR COUNTY, IL",75600,1,28150,16900,45000,2023
EDGAR,"EDGAR COUNTY, IL",75600,2,32150,19720,51400,2023
EDGAR,"EDGAR COUNTY, IL",75600,3,36150,24860,57850,2023
EDGAR,"EDGAR COUNTY, IL",75600,4,40150,30000,64250,2023
EDGAR,"EDGAR COUNTY, IL",75600,5,43400,35140,69400,2023
EDGAR,"EDGAR COUNTY, IL",75600,6,46600,40280,74550,2023
EDGAR,"EDGAR COUNTY, IL",75600,7,49800,45420,79700,2023
EDGAR,"EDGAR COUNTY, IL",75600,8,53000,50560,84850,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,1,28300,17000,45250,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,2,32350,19720,51700,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,3,36400,24860,58150,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,4,40400,30000,64600,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,5,43650,35140,69800,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,6,46900,40280,74950,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,7,50100,45420,80150,2023
EDWARDS,"EDWARDS COUNTY, IL",80100,8,53350,50560,85300,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,1,30200,18100,48300,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,2,34500,20700,55200,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,3,38800,24860,62100,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,4,43100,30000,68950,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,5,46550,35140,74500,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,6,50000,40280,80000,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,7,53450,45420,85500,2023
EFFINGHAM,"EFFINGHAM COUNTY, IL",90100,8,56900,50560,91050,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,1,28150,16900,45000,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,2,32150,19720,51400,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,3,36150,24860,57850,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,4,40150,30000,64250,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,5,43400,35140,69400,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,6,46600,40280,74550,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,7,49800,45420,79700,2023
FAYETTE,"FAYETTE COUNTY, IL",70600,8,53000,50560,84850,2023
FORD,"FORD COUNTY, IL",86400,1,30250,18150,48400,2023
FORD,"FORD COUNTY, IL",86400,2,34600,20750,55300,2023
FORD,"FORD COUNTY, IL",86400,3,38900,24860,62200,2023
FORD,"FORD COUNTY, IL",86400,4,43200,30000,69100,2023
FORD,"FORD COUNTY, IL",86400,5,46700,35140,74650,2023
FORD,"FORD COUNTY, IL",86400,6,50150,40280,80200,2023
FORD,"FORD COUNTY, IL",86400,7,53600,45420,85700,2023
FORD,"FORD COUNTY, IL",86400,8,57050,50560,91250,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,1,28150,16900,45000,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,2,32150,19720,51400,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,3,36150,24860,57850,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,4,40150,30000,64250,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,5,43400,35140,69400,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,6,46600,40280,74550,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,7,49800,45420,79700,2023
FRANKLIN,"FRANKLIN COUNTY, IL",67600,8,53000,50560,84850,2023
FULTON,"FULTON COUNTY, IL",75100,1,28150,16900,45000,2023
FULTON,"FULTON COUNTY, IL",75100,2,32150,19720,51400,2023
FULTON,"FULTON COUNTY, IL",75100,3,36150,24860,57850,2023
FULTON,"FULTON COUNTY, IL",75100,4,40150,30000,64250,2023
FULTON,"FULTON COUNTY, IL",75100,5,43400,35140,69400,2023
FULTON,"FULTON COUNTY, IL",75100,6,46600,40280,74550,2023
FULTON,"FULTON COUNTY, IL",75100,7,49800,45420,79700,2023
FULTON,"FULTON COUNTY, IL",75100,8,53000,50560,84850,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,1,28150,16900,45000,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,2,32150,19720,51400,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,3,36150,24860,57850,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,4,40150,30000,64250,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,5,43400,35140,69400,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,6,46600,40280,74550,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,7,49800,45420,79700,2023
GALLATIN,"GALLATIN COUNTY, IL",72700,8,53000,50560,84850,2023
GREENE,"GREENE COUNTY, IL",74300,1,28150,16900,45000,2023
GREENE,"GREENE COUNTY, IL",74300,2,32150,19720,51400,2023
GREENE,"GREENE COUNTY, IL",74300,3,36150,24860,57850,2023
GREENE,"GREENE COUNTY, IL",74300,4,40150,30000,64250,2023
GREENE,"GREENE COUNTY, IL",74300,5,43400,35140,69400,2023
GREENE,"GREENE COUNTY, IL",74300,6,46600,40280,74550,2023
GREENE,"GREENE COUNTY, IL",74300,7,49800,45420,79700,2023
GREENE,"GREENE COUNTY, IL",74300,8,53000,50560,84850,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,1,36200,21700,57900,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,2,41350,24800,66150,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,3,46500,27900,74400,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,4,51650,31000,82650,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,5,55800,35140,89300,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,6,59950,40280,95900,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,7,64050,45420,102500,2023
GRUNDY,"GRUNDY COUNTY, IL",109200,8,68200,50560,109100,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,1,28150,16900,45000,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,2,32150,19720,51400,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,3,36150,24860,57850,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,4,40150,30000,64250,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,5,43400,35140,69400,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,6,46600,40280,74550,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,7,49800,45420,79700,2023
HAMILTON,"HAMILTON COUNTY, IL",81600,8,53000,50560,84850,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,1,28150,16900,45000,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,2,32150,19720,51400,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,3,36150,24860,57850,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,4,40150,30000,64250,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,5,43400,35140,69400,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,6,46600,40280,74550,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,7,49800,45420,79700,2023
HANCOCK,"HANCOCK COUNTY, IL",86300,8,53000,50560,84850,2023
HARDIN,"HARDIN COUNTY, IL",69600,1,28150,16900,45000,2023
HARDIN,"HARDIN COUNTY, IL",69600,2,32150,19720,51400,2023
HARDIN,"HARDIN COUNTY, IL",69600,3,36150,24860,57850,2023
HARDIN,"HARDIN COUNTY, IL",69600,4,40150,30000,64250,2023
HARDIN,"HARDIN COUNTY, IL",69600,5,43400,35140,69400,2023
HARDIN,"HARDIN COUNTY, IL",69600,6,46600,40280,74550,2023
HARDIN,"HARDIN COUNTY, IL",69600,7,49800,45420,79700,2023
HARDIN,"HARDIN COUNTY, IL",69600,8,53000,50560,84850,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,1,28150,16900,45000,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,2,32150,19720,51400,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,3,36150,24860,57850,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,4,40150,30000,64250,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,5,43400,35140,69400,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,6,46600,40280,74550,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,7,49800,45420,79700,2023
HENDERSON,"HENDERSON COUNTY, IL",83000,8,53000,50560,84850,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,1,30950,18550,49500,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,2,35400,21200,56600,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,3,39800,24860,63650,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,4,44200,30000,70700,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,5,47750,35140,76400,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,6,51300,40280,82050,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,7,54850,45420,87700,2023
HENRY,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,8,58350,50560,93350,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,1,28250,16950,45150,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,2,32250,19720,51600,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,3,36300,24860,58050,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,4,40300,30000,64500,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,5,43550,35140,69700,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,6,46750,40280,74850,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,7,50000,45420,80000,2023
IROQUOIS,"IROQUOIS COUNTY, IL",84600,8,53200,50560,85150,2023
JACKSON,"JACKSON COUNTY, IL",76000,1,28150,16900,45000,2023
JACKSON,"JACKSON COUNTY, IL",76000,2,32150,19720,51400,2023
JACKSON,"JACKSON COUNTY, IL",76000,3,36150,24860,57850,2023
JACKSON,"JACKSON COUNTY, IL",76000,4,40150,30000,64250,2023
JACKSON,"JACKSON COUNTY, IL",76000,5,43400,35140,69400,2023
JACKSON,"JACKSON COUNTY, IL",76000,6,46600,40280,74550,2023
JACKSON,"JACKSON COUNTY, IL",76000,7,49800,45420,79700,2023
JACKSON,"JACKSON COUNTY, IL",76000,8,53000,50560,84850,2023
JASPER,"JASPER COUNTY, IL",79100,1,28250,16950,45150,2023
JASPER,"JASPER COUNTY, IL",79100,2,32250,19720,51600,2023
JASPER,"JASPER COUNTY, IL",79100,3,36300,24860,58050,2023
JASPER,"JASPER COUNTY, IL",79100,4,40300,30000,64500,2023
JASPER,"JASPER COUNTY, IL",79100,5,43550,35140,69700,2023
JASPER,"JASPER COUNTY, IL",79100,6,46750,40280,74850,2023
JASPER,"JASPER COUNTY, IL",79100,7,50000,45420,80000,2023
JASPER,"JASPER COUNTY, IL",79100,8,53200,50560,85150,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,1,28150,16900,45000,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,2,32150,19720,51400,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,3,36150,24860,57850,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,4,40150,30000,64250,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,5,43400,35140,69400,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,6,46600,40280,74550,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,7,49800,45420,79700,2023
JEFFERSON,"JEFFERSON COUNTY, IL",75700,8,53000,50560,84850,2023
JERSEY,"ST. LOUIS, MO-IL",101200,1,35200,21150,56250,2023
JERSEY,"ST. LOUIS, MO-IL",101200,2,40200,24150,64300,2023
JERSEY,"ST. LOUIS, MO-IL",101200,3,45250,27150,72350,2023
JERSEY,"ST. LOUIS, MO-IL",101200,4,50250,30150,80350,2023
JERSEY,"ST. LOUIS, MO-IL",101200,5,54300,35140,86800,2023
JERSEY,"ST. LOUIS, MO-IL",101200,6,58300,40280,93250,2023
JERSEY,"ST. LOUIS, MO-IL",101200,7,62350,45420,99650,2023
JERSEY,"ST. LOUIS, MO-IL",101200,8,66350,50560,106100,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,1,30650,18400,49000,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,2,35000,21000,56000,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,3,39400,24860,63000,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,4,43750,30000,70000,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,5,47250,35140,75600,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,6,50750,40280,81200,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,7,54250,45420,86800,2023
JO DAVIESS,"JO DAVIESS COUNTY, IL",87500,8,57750,50560,92400,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,1,28150,16900,45000,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,2,32150,19720,51400,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,3,36150,24860,57850,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,4,40150,30000,64250,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,5,43400,35140,69400,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,6,46600,40280,74550,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,7,49800,45420,79700,2023
JOHNSON,"JOHNSON COUNTY, IL",78500,8,53000,50560,84850,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,1,38650,23200,61800,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,2,44150,26500,70600,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,3,49650,29800,79450,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,4,55150,33100,88250,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,5,59600,35750,95350,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,6,64000,40280,102400,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,7,68400,45420,109450,2023
KANE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,8,72800,50560,116500,2023
KANKAKEE,"KANKAKEE, IL",79700,1,28850,17300,46100,2023
KANKAKEE,"KANKAKEE, IL",79700,2,32950,19800,52700,2023
KANKAKEE,"KANKAKEE, IL",79700,3,37050,24860,59300,2023
KANKAKEE,"KANKAKEE, IL",79700,4,41150,30000,65850,2023
KANKAKEE,"KANKAKEE, IL",79700,5,44450,35140,71150,2023
KANKAKEE,"KANKAKEE, IL",79700,6,47750,40280,76400,2023
KANKAKEE,"KANKAKEE, IL",79700,7,51050,45420,81700,2023
KANKAKEE,"KANKAKEE, IL",79700,8,54350,50560,86950,2023
KENDALL,"KENDALL COUNTY, IL",111900,1,39200,23500,62650,2023
KENDALL,"KENDALL COUNTY, IL",111900,2,44800,26850,71600,2023
KENDALL,"KENDALL COUNTY, IL",111900,3,50400,30200,80550,2023
KENDALL,"KENDALL COUNTY, IL",111900,4,55950,33550,89500,2023
KENDALL,"KENDALL COUNTY, IL",111900,5,60450,36250,96700,2023
KENDALL,"KENDALL COUNTY, IL",111900,6,64950,40280,103850,2023
KENDALL,"KENDALL COUNTY, IL",111900,7,69400,45420,111000,2023
KENDALL,"KENDALL COUNTY, IL",111900,8,73900,50560,118150,2023
KNOX,"KNOX COUNTY, IL",77800,1,28150,16900,45000,2023
KNOX,"KNOX COUNTY, IL",77800,2,32150,19720,51400,2023
KNOX,"KNOX COUNTY, IL",77800,3,36150,24860,57850,2023
KNOX,"KNOX COUNTY, IL",77800,4,40150,30000,64250,2023
KNOX,"KNOX COUNTY, IL",77800,5,43400,35140,69400,2023
KNOX,"KNOX COUNTY, IL",77800,6,46600,40280,74550,2023
