County,MSA,Median,FamilySize,VeryLow,ExtremelyLow,Low,Year
KNOX,"KNOX COUNTY, IL",77800,7,49800,45420,79700,2023
KNOX,"KNOX COUNTY, IL",77800,8,53000,50560,84850,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,1,28700,17250,45950,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,2,32800,19720,52500,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,3,36900,24860,59050,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,4,41000,30000,65600,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,5,44300,35140,70850,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,6,47600,40280,76100,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,7,50850,45420,81350,2023
LA SALLE,"LA SALLE COUNTY, IL",89900,8,54150,50560,86600,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,1,38650,23200,61800,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,2,44150,26500,70600,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,3,49650,29800,79450,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,4,55150,33100,88250,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,5,59600,35750,95350,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,6,64000,40280,102400,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,7,68400,45420,109450,2023
LAKE,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,8,72800,50560,116500,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,1,28150,16900,45000,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,2,32150,19720,51400,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,3,36150,24860,57850,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,4,40150,30000,64250,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,5,43400,35140,69400,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,6,46600,40280,74550,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,7,49800,45420,79700,2023
LAWRENCE,"LAWRENCE COUNTY, IL",73600,8,53000,50560,84850,2023
LEE,"LEE COUNTY, IL",92000,1,31150,18700,49850,2023
LEE,"LEE COUNTY, IL",92000,2,35600,21400,57000,2023
LEE,"LEE COUNTY, IL",92000,3,40050,24860,64100,2023
LEE,"LEE COUNTY, IL",92000,4,44500,30000,71200,2023
LEE,"LEE COUNTY, IL",92000,5,48100,35140,76900,2023
LEE,"LEE COUNTY, IL",92000,6,51650,40280,82600,2023
LEE,"LEE COUNTY, IL",92000,7,55200,45420,88300,2023
LEE,"LEE COUNTY, IL",92000,8,58750,50560,94000,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,1,29300,17600,46850,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,2,33450,20100,53550,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,3,37650,24860,60250,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,4,41800,30000,66900,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,5,45150,35140,72300,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,6,48500,40280,77650,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,7,51850,45420,83000,2023
LIVINGSTON,"LIVINGSTON COUNTY, IL",86700,8,55200,50560,88350,2023
LOGAN,"LOGAN COUNTY, IL",85000,1,29750,17850,47600,2023
LOGAN,"LOGAN COUNTY, IL",85000,2,34000,20400,54400,2023
LOGAN,"LOGAN COUNTY, IL",85000,3,38250,24860,61200,2023
LOGAN,"LOGAN COUNTY, IL",85000,4,42500,30000,68000,2023
LOGAN,"LOGAN COUNTY, IL",85000,5,45900,35140,73450,2023
LOGAN,"LOGAN COUNTY, IL",85000,6,49300,40280,78900,2023
LOGAN,"LOGAN COUNTY, IL",85000,7,52700,45420,84350,2023
LOGAN,"LOGAN COUNTY, IL",85000,8,56100,50560,89800,2023
MACON,"DECATUR, IL",82200,1,28500,17100,45550,2023
MACON,"DECATUR, IL",82200,2,32550,19720,52050,2023
MACON,"DECATUR, IL",82200,3,36600,24860,58550,2023
MACON,"DECATUR, IL",82200,4,40650,30000,65050,2023
MACON,"DECATUR, IL",82200,5,43950,35140,70300,2023
MACON,"DECATUR, IL",82200,6,47200,40280,75500,2023
MACON,"DECATUR, IL",82200,7,50450,45420,80700,2023
MACON,"DECATUR, IL",82200,8,53700,50560,85900,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,1,28250,16950,45150,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,2,32250,19720,51600,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,3,36300,24860,58050,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,4,40300,30000,64500,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,5,43550,35140,69700,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,6,46750,40280,74850,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,7,50000,45420,80000,2023
MACOUPIN,"MACOUPIN COUNTY, IL",79100,8,53200,50560,85150,2023
MADISON,"ST. LOUIS, MO-IL",101200,1,35200,21150,56250,2023
MADISON,"ST. LOUIS, MO-IL",101200,2,40200,24150,64300,2023
MADISON,"ST. LOUIS, MO-IL",101200,3,45250,27150,72350,2023
MADISON,"ST. LOUIS, MO-IL",101200,4,50250,30150,80350,2023
MADISON,"ST. LOUIS, MO-IL",101200,5,54300,35140,86800,2023
MADISON,"ST. LOUIS, MO-IL",101200,6,58300,40280,93250,2023
MADISON,"ST. LOUIS, MO-IL",101200,7,62350,45420,99650,2023
MADISON,"ST. LOUIS, MO-IL",101200,8,66350,50560,106100,2023
MARION,"MARION COUNTY, IL",77400,1,28150,16900,45000,2023
MARION,"MARION COUNTY, IL",77400,2,32150,19720,51400,2023
MARION,"MARION COUNTY, IL",77400,3,36150,24860,57850,2023
MARION,"MARION COUNTY, IL",77400,4,40150,30000,64250,2023
MARION,"MARION COUNTY, IL",77400,5,43400,35140,69400,2023
MARION,"MARION COUNTY, IL",77400,6,46600,40280,74550,2023
MARION,"MARION COUNTY, IL",77400,7,49800,45420,79700,2023
MARION,"MARION COUNTY, IL",77400,8,53000,50560,84850,2023
MARSHALL,"PEORIA, IL",91900,1,31650,19000,50600,2023
MARSHALL,"PEORIA, IL",91900,2,36150,21700,57800,2023
MARSHALL,"PEORIA, IL",91900,3,40650,24860,65050,2023
MARSHALL,"PEORIA, IL",91900,4,45150,30000,72250,2023
MARSHALL,"PEORIA, IL",91900,5,48800,35140,78050,2023
MARSHALL,"PEORIA, IL",91900,6,52400,40280,83850,2023
MARSHALL,"PEORIA, IL",91900,7,56000,45420,89600,2023
MARSHALL,"PEORIA, IL",91900,8,59600,50560,95400,2023
MASON,"MASON COUNTY, IL",79000,1,28150,16900,45000,2023
MASON,"MASON COUNTY, IL",79000,2,32150,19720,51400,2023
MASON,"MASON COUNTY, IL",79000,3,36150,24860,57850,2023
MASON,"MASON COUNTY, IL",79000,4,40150,30000,64250,2023
MASON,"MASON COUNTY, IL",79000,5,43400,35140,69400,2023
MASON,"MASON COUNTY, IL",79000,6,46600,40280,74550,2023
MASON,"MASON COUNTY, IL",79000,7,49800,45420,79700,2023
MASON,"MASON COUNTY, IL",79000,8,53000,50560,84850,2023
MASSAC,"MASSAC COUNTY, IL",76100,1,28150,16900,45000,2023
MASSAC,"MASSAC COUNTY, IL",76100,2,32150,19720,51400,2023
MASSAC,"MASSAC COUNTY, IL",76100,3,36150,24860,57850,2023
MASSAC,"MASSAC COUNTY, IL",76100,4,40150,30000,64250,2023
MASSAC,"MASSAC COUNTY, IL",76100,5,43400,35140,69400,2023
MASSAC,"MASSAC COUNTY, IL",76100,6,46600,40280,74550,2023
MASSAC,"MASSAC COUNTY, IL",76100,7,49800,45420,79700,2023
MASSAC,"MASSAC COUNTY, IL",76100,8,53000,50560,84850,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,1,28950,17400,46300,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,2,33050,19850,52900,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,3,37200,24860,59500,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,4,41300,30000,66100,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,5,44650,35140,71400,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,6,47950,40280,76700,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,7,51250,45420,82000,2023
MCDONOUGH,"MCDONOUGH COUNTY, IL",82600,8,54550,50560,87300,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,1,38650,23200,61800,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,2,44150,26500,70600,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,3,49650,29800,79450,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,4,55150,33100,88250,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,5,59600,35750,95350,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,6,64000,40280,102400,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,7,68400,45420,109450,2023
MCHENRY,"CHICAGO-JOLIET-NAPERVILLE, IL",112300,8,72800,50560,116500,2023
MCLEAN,"BLOOMINGTON, IL",115000,1,38650,23200,61800,2023
MCLEAN,"BLOOMINGTON, IL",115000,2,44150,26500,70600,2023
MCLEAN,"BLOOMINGTON, IL",115000,3,49650,29800,79450,2023
MCLEAN,"BLOOMINGTON, IL",115000,4,55150,33100,88250,2023
MCLEAN,"BLOOMINGTON, IL",115000,5,59600,35750,95350,2023
MCLEAN,"BLOOMINGTON, IL",115000,6,64000,40280,102400,2023
MCLEAN,"BLOOMINGTON, IL",115000,7,68400,45420,109450,2023
MCLEAN,"BLOOMINGTON, IL",115000,8,72800,50560,116500,2023
MENARD,"SPRINGFIELD, IL",99300,1,34800,20900,55650,2023
MENARD,"SPRINGFIELD, IL",99300,2,39750,23850,63600,2023
MENARD,"SPRINGFIELD, IL",99300,3,44700,26850,71550,2023
MENARD,"SPRINGFIELD, IL",99300,4,49650,30000,79450,2023
MENARD,"SPRINGFIELD, IL",99300,5,53650,35140,85850,2023
MENARD,"SPRINGFIELD, IL",99300,6,57600,40280,92200,2023
MENARD,"SPRINGFIELD, IL",99300,7,61600,45420,98550,2023
MENARD,"SPRINGFIELD, IL",99300,8,65550,50560,104900,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,1,30950,18550,49500,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,2,35400,21200,56600,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,3,39800,24860,63650,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,4,44200,30000,70700,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,5,47750,35140,76400,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,6,51300,40280,82050,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,7,54850,45420,87700,2023
MERCER,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,8,58350,50560,93350,2023
MONROE,"ST. LOUIS, MO-IL",101200,1,35200,21150,56250,2023
MONROE,"ST. LOUIS, MO-IL",101200,2,40200,24150,64300,2023
MONROE,"ST. LOUIS, MO-IL",101200,3,45250,27150,72350,2023
MONROE,"ST. LOUIS, MO-IL",101200,4,50250,30150,80350,2023
MONROE,"ST. LOUIS, MO-IL",101200,5,54300,35140,86800,2023
MONROE,"ST. LOUIS, MO-IL",101200,6,58300,40280,93250,2023
MONROE,"ST. LOUIS, MO-IL",101200,7,62350,45420,99650,2023
MONROE,"ST. LOUIS, MO-IL",101200,8,66350,50560,106100,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,1,28150,16900,45000,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,2,32150,19720,51400,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,3,36150,24860,57850,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,4,40150,30000,64250,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,5,43400,35140,69400,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,6,46600,40280,74550,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,7,49800,45420,79700,2023
MONTGOMERY,"MONTGOMERY COUNTY, IL",86100,8,53000,50560,84850,2023
MORGAN,"MORGAN COUNTY, IL",80100,1,28150,16900,45000,2023
MORGAN,"MORGAN COUNTY, IL",80100,2,32150,19720,51400,2023
MORGAN,"MORGAN COUNTY, IL",80100,3,36150,24860,57850,2023
MORGAN,"MORGAN COUNTY, IL",80100,4,40150,30000,64250,2023
MORGAN,"MORGAN COUNTY, IL",80100,5,43400,35140,69400,2023
MORGAN,"MORGAN COUNTY, IL",80100,6,46600,40280,74550,2023
MORGAN,"MORGAN COUNTY, IL",80100,7,49800,45420,79700,2023
MORGAN,"MORGAN COUNTY, IL",80100,8,53000,50560,84850,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,1,29400,17650,47050,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,2,33600,20200,53800,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,3,37800,24860,60500,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,4,42000,30000,67200,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,5,45400,35140,72600,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,6,48750,40280,78000,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,7,52100,45420,83350,2023
MOULTRIE,"MOULTRIE COUNTY, IL",94400,8,55450,50560,88750,2023
OGLE,"OGLE COUNTY, IL",91800,1,30900,18550,49400,2023
OGLE,"OGLE COUNTY, IL",91800,2,35300,21200,56450,2023
OGLE,"OGLE COUNTY, IL",91800,3,39700,24860,63500,2023
OGLE,"OGLE COUNTY, IL",91800,4,44100,30000,70550,2023
OGLE,"OGLE COUNTY, IL",91800,5,47650,35140,76200,2023
OGLE,"OGLE COUNTY, IL",91800,6,51200,40280,81850,2023
OGLE,"OGLE COUNTY, IL",91800,7,54700,45420,87500,2023
OGLE,"OGLE COUNTY, IL",91800,8,58250,50560,93150,2023
PEORIA,"PEORIA, IL",91900,1,31650,19000,50600,2023
PEORIA,"PEORIA, IL",91900,2,36150,21700,57800,2023
PEORIA,"PEORIA, IL",91900,3,40650,24860,65050,2023
PEORIA,"PEORIA, IL",91900,4,45150,30000,72250,2023
PEORIA,"PEORIA, IL",91900,5,48800,35140,78050,2023
PEORIA,"PEORIA, IL",91900,6,52400,40280,83850,2023
PEORIA,"PEORIA, IL",91900,7,56000,45420,89600,2023
PEORIA,"PEORIA, IL",91900,8,59600,50560,95400,2023
PERRY,"PERRY COUNTY, IL",71500,1,28150,16900,45000,2023
PERRY,"PERRY COUNTY, IL",71500,2,32150,19720,51400,2023
PERRY,"PERRY COUNTY, IL",71500,3,36150,24860,57850,2023
PERRY,"PERRY COUNTY, IL",71500,4,40150,30000,64250,2023
PERRY,"PERRY COUNTY, IL",71500,5,43400,35140,69400,2023
PERRY,"PERRY COUNTY, IL",71500,6,46600,40280,74550,2023
PERRY,"PERRY COUNTY, IL",71500,7,49800,45420,79700,2023
PERRY,"PERRY COUNTY, IL",71500,8,53000,50560,84850,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,1,33850,20300,54150,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,2,38700,23200,61900,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,3,43550,26100,69650,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,4,48350,30000,77350,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,5,52250,35140,83550,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,6,56100,40280,89750,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,7,60000,45420,95950,2023
PIATT,"CHAMPAIGN-URBANA, IL",99900,8,63850,50560,102150,2023
PIKE,"PIKE COUNTY, IL",80100,1,28150,16900,45000,2023
PIKE,"PIKE COUNTY, IL",80100,2,32150,19720,51400,2023
PIKE,"PIKE COUNTY, IL",80100,3,36150,24860,57850,2023
PIKE,"PIKE COUNTY, IL",80100,4,40150,30000,64250,2023
PIKE,"PIKE COUNTY, IL",80100,5,43400,35140,69400,2023
PIKE,"PIKE COUNTY, IL",80100,6,46600,40280,74550,2023
PIKE,"PIKE COUNTY, IL",80100,7,49800,45420,79700,2023
PIKE,"PIKE COUNTY, IL",80100,8,53000,50560,84850,2023
POPE,"POPE COUNTY, IL",70200,1,28150,16900,45000,2023
POPE,"POPE COUNTY, IL",70200,2,32150,19720,51400,2023
POPE,"POPE COUNTY, IL",70200,3,36150,24860,57850,2023
POPE,"POPE COUNTY, IL",70200,4,40150,30000,64250,2023
POPE,"POPE COUNTY, IL",70200,5,43400,35140,69400,2023
POPE,"POPE COUNTY, IL",70200,6,46600,40280,74550,2023
POPE,"POPE COUNTY, IL",70200,7,49800,45420,79700,2023
POPE,"POPE COUNTY, IL",70200,8,53000,50560,84850,2023
PULASKI,"PULASKI COUNTY, IL",70600,1,28150,16900,45000,2023
PULASKI,"PULASKI COUNTY, IL",70600,2,32150,19720,51400,2023
PULASKI,"PULASKI COUNTY, IL",70600,3,36150,24860,57850,2023
PULASKI,"PULASKI COUNTY, IL",70600,4,40150,30000,64250,2023
PULASKI,"PULASKI COUNTY, IL",70600,5,43400,35140,69400,2023
PULASKI,"PULASKI COUNTY, IL",70600,6,46600,40280,74550,2023
PULASKI,"PULASKI COUNTY, IL",70600,7,49800,45420,79700,2023
PULASKI,"PULASKI COUNTY, IL",70600,8,53000,50560,84850,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,1,31900,19150,51050,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,2,36450,21900,58350,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,3,41000,24860,65650,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,4,45550,30000,72900,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,5,49200,35140,78750,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,6,52850,40280,84600,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,7,56500,45420,90400,2023
PUTNAM,"PUTNAM COUNTY, IL",91100,8,60150,50560,96250,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,1,28500,17100,45600,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,2,32600,19720,52100,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,3,36650,24860,58600,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,4,40700,30000,65100,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,5,44000,35140,70350,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,6,47250,40280,75550,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,7,50500,45420,80750,2023
RANDOLPH,"RANDOLPH COUNTY, IL",84000,8,53750,50560,85950,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,1,28150,16900,45000,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,2,32150,19720,51400,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,3,36150,24860,57850,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,4,40150,30000,64250,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,5,43400,35140,69400,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,6,46600,40280,74550,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,7,49800,45420,79700,2023
RICHLAND,"RICHLAND COUNTY, IL",81900,8,53000,50560,84850,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,1,30950,18550,49500,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,2,35400,21200,56600,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,3,39800,24860,63650,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,4,44200,30000,70700,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,5,47750,35140,76400,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,6,51300,40280,82050,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,7,54850,45420,87700,2023
ROCK ISLAND,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL",88400,8,58350,50560,93350,2023
SALINE,"SALINE COUNTY, IL",69500,1,28150,16900,45000,2023
SALINE,"SALINE COUNTY, IL",69500,2,32150,19720,51400,2023
SALINE,"SALINE COUNTY, IL",69500,3,36150,24860,57850,2023
SALINE,"SALINE COUNTY, IL",69500,4,40150,30000,64250,2023
SALINE,"SALINE COUNTY, IL",69500,5,43400,35140,69400,2023
SALINE,"SALINE COUNTY, IL",69500,6,46600,40280,74550,2023
SALINE,"SALINE COUNTY, IL",69500,7,49800,45420,79700,2023
SALINE,"SALINE COUNTY, IL",69500,8,53000,50560,84850,2023
SANGAMON,"SPRINGFIELD, IL",99300,1,34800,20900,55650,2023
SANGAMON,"SPRINGFIELD, IL",99300,2,39750,23850,63600,2023
SANGAMON,"SPRINGFIELD, IL",99300,3,44700,26850,71550,2023
SANGAMON,"SPRINGFIELD, IL",99300,4,49650,30000,79450,2023
SANGAMON,"SPRINGFIELD, IL",99300,5,53650,35140,85850,2023
SANGAMON,"SPRINGFIELD, IL",99300,6,57600,40280,92200,2023
SANGAMON,"SPRINGFIELD, IL",99300,7,61600,45420,98550,2023
SANGAMON,"SPRINGFIELD, IL",99300,8,65550,50560,104900,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,1,28150,16900,45000,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,2,32150,19720,51400,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,3,36150,24860,57850,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,4,40150,30000,64250,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,5,43400,35140,69400,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,6,46600,40280,74550,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,7,49800,45420,79700,2023
SCHUYLER,"SCHUYLER COUNTY, IL",85700,8,53000,50560,84850,2023
SCOTT,"SCOTT COUNTY, IL",82100,1,28850,17300,46100,2023
SCOTT,"SCOTT COUNTY, IL",82100,2,32950,19800,52700,2023
SCOTT,"SCOTT COUNTY, IL",82100,3,37050,24860,59300,2023
SCOTT,"SCOTT COUNTY, IL",82100,4,41150,30000,65850,2023
SCOTT,"SCOTT COUNTY, IL",82100,5,44450,35140,71150,2023
SCOTT,"SCOTT COUNTY, IL",82100,6,47750,40280,76400,2023
SCOTT,"SCOTT COUNTY, IL",82100,7,51050,45420,81700,2023
SCOTT,"SCOTT COUNTY, IL",82100,8,54350,50560,86950,2023
SHELBY,"SHELBY COUNTY, IL",79000,1,28150,16900,45000,2023
SHELBY,"SHELBY COUNTY, IL",79000,2,32150,19720,51400,2023
SHELBY,"SHELBY COUNTY, IL",79000,3,36150,24860,57850,2023
SHELBY,"SHELBY COUNTY, IL",79000,4,40150,30000,64250,2023
SHELBY,"SHELBY COUNTY, IL",79000,5,43400,35140,69400,2023
SHELBY,"SHELBY COUNTY, IL",79000,6,46600,40280,74550,2023
SHELBY,"SHELBY COUNTY, IL",79000,7,49800,45420,79700,2023
SHELBY,"SHELBY COUNTY, IL",79000,8,53000,50560,84850,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,1,35200,21150,56250,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,2,40200,24150,64300,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,3,45250,27150,72350,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,4,50250,30150,80350,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,5,54300,35140,86800,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,6,58300,40280,93250,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,7,62350,45420,99650,2023
ST. CLAIR,"ST. LOUIS, MO-IL",101200,8,66350,50560,106100,2023
STARK,"PEORIA, IL",91900,1,31650,19000,50600,2023
STARK,"PEORIA, IL",91900,2,36150,21700,57800,2023
STARK,"PEORIA, IL",91900,3,40650,24860,65050,2023
STARK,"PEORIA, IL",91900,4,45150,30000,72250,2023
STARK,"PEORIA, IL",91900,5,48800,35140,78050,2023
STARK,"PEORIA, IL",91900,6,52400,40280,83850,2023
STARK,"PEORIA, IL",91900,7,56000,45420,89600,2023
STARK,"PEORIA, IL",91900,8,59600,50560,95400,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,1,28150,16900,45000,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,2,32150,19720,51400,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,3,36150,24860,57850,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,4,40150,30000,64250,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,5,43400,35140,69400,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,6,46600,40280,74550,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,7,49800,45420,79700,2023
STEPHENSON,"STEPHENSON COUNTY, IL",76100,8,53000,50560,84850,2023
TAZEWELL,"PEORIA, IL",91900,1,31650,19000,50600,2023
TAZEWELL,"PEORIA, IL",91900,2,36150,21700,57800,2023
TAZEWELL,"PEORIA, IL",91900,3,40650,24860,65050,2023
TAZEWELL,"PEORIA, IL",91900,4,45150,30000,72250,2023
TAZEWELL,"PEORIA, IL",91900,5,48800,35140,78050,2023
TAZEWELL,"PEORIA, IL",91900,6,52400,40280,83850,2023
TAZEWELL,"PEORIA, IL",91900,7,56000,45420,89600,2023
TAZEWELL,"PEORIA, IL",91900,8,59600,50560,95400,2023
UNION,"UNION COUNTY, IL",79600,1,28150,16900,45000,2023
UNION,"UNION COUNTY, IL",79600,2,32150,19720,51400,2023
UNION,"UNION COUNTY, IL",79600,3,36150,24860,57850,2023
UNION,"UNION COUNTY, IL",79600,4,40150,30000,64250,2023
UNION,"UNION COUNTY, IL",79600,5,43400,35140,69400,2023
UNION,"UNION COUNTY, IL",79600,6,46600,40280,74550,2023
UNION,"UNION COUNTY, IL",79600,7,49800,45420,79700,2023
UNION,"UNION COUNTY, IL",79600,8,53000,50560,84850,2023
VERMILION,"DANVILLE, IL",70800,1,28150,16900,45000,2023
VERMILION,"DANVILLE, IL",70800,2,32150,19720,51400,2023
VERMILION,"DANVILLE, IL",70800,3,36150,24860,57850,2023
VERMILION,"DANVILLE, IL",70800,4,40150,30000,64250,2023
VERMILION,"DANVILLE, IL",70800,5,43400,35140,69400,2023
VERMILION,"DANVILLE, IL",70800,6,46600,40280,74550,2023
VERMILION,"DANVILLE, IL",70800,7,49800,45420,79700,2023
VERMILION,"DANVILLE, IL",70800,8,53000,50560,84850,2023
WABASH,"WABASH COUNTY, IL",82500,1,28900,17350,46200,2023
WABASH,"WABASH COUNTY, IL",82500,2,33000,19800,52800,2023
